Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Efficiency,Support_Score,Wellbeing_Score,Academic_History,Motivation_Resources,Attendance_Study
17,96,2,2,1,8,88,1,1,4,0,0.0,0,2,4,0,2.0,0.0,1,74,0.17525773195876287,5.0,12,62.8,2,1632
18,92,1,1,1,8,68,0,1,2,2,2.0,0,2,3,0,0.0,0.0,1,70,0.1935483870967742,5.0,11,48.199999999999996,0,1656
14,83,2,1,0,7,84,1,1,1,0,1.0,1,1,3,0,0.0,0.0,0,66,0.16666666666666666,5.0,10,59.099999999999994,1,1162
20,87,0,2,1,6,75,1,1,0,0,1.0,1,2,3,1,2.0,0.0,1,68,0.22727272727272727,4.0,9,52.5,2,1740
15,100,1,0,0,10,74,1,1,2,1,1.0,1,0,5,0,0.0,2.0,1,67,0.1485148514851485,3.0,15,52.4,0,1500
23,64,1,1,1,8,94,0,1,2,1,1.0,0,2,5,0,0.0,1.0,0,66,0.35384615384615387,4.0,13,66.39999999999999,0,1472
9,87,2,1,0,6,82,1,1,0,0,1.0,1,0,3,0,1.0,0.0,0,65,0.10227272727272728,5.0,9,57.4,1,783
18,71,0,1,1,8,62,1,1,3,2,2.0,1,2,2,0,1.0,0.0,1,66,0.25,4.0,10,44.3,1,1278
22,86,2,1,1,7,56,1,1,1,2,1.0,0,2,4,0,0.0,1.0,1,69,0.25287356321839083,5.0,11,39.49999999999999,1,1892
21,84,0,1,0,7,97,1,1,2,0,0.0,1,1,4,0,0.0,1.0,0,67,0.24705882352941178,2.0,11,68.49999999999999,1,1764
36,66,0,2,1,8,58,2,1,1,1,1.0,1,2,3,0,1.0,2.0,1,69,0.5373134328358209,4.0,11,40.89999999999999,4,2376
22,68,1,1,0,4,87,2,1,2,1,1.0,1,1,3,0,2.0,2.0,0,66,0.3188405797101449,4.0,7,61.5,2,1496
14,85,1,1,0,4,75,2,1,2,2,1.0,1,0,1,1,0.0,2.0,0,64,0.16279069767441862,4.0,5,53.1,2,1190
19,65,1,1,0,9,57,0,1,1,1,1.0,1,2,2,1,0.0,0.0,0,61,0.2878787878787879,4.0,11,40.199999999999996,0,1235
9,71,0,2,1,7,89,1,1,0,0,1.0,1,0,2,0,0.0,0.0,1,61,0.125,4.0,9,62.3,2,639
20,93,1,1,1,6,95,0,1,1,1,2.0,1,0,4,0,1.0,1.0,1,70,0.2127659574468085,5.0,10,66.8,0,1860
15,73,1,2,0,5,56,1,1,1,1,1.0,1,2,2,0,2.0,0.0,0,65,0.20270270270270271,5.0,7,39.49999999999999,2,1095
25,80,2,0,0,7,53,1,1,1,1,1.0,0,1,3,0,1.0,1.0,1,67,0.30864197530864196,4.0,10,37.39999999999999,0,2000
17,98,0,1,0,7,92,1,1,0,2,1.0,0,2,0,0,1.0,0.0,1,69,0.1717171717171717,3.0,7,64.39999999999999,1,1666
19,69,1,0,1,9,75,1,1,2,1,0.0,1,0,5,0,0.0,1.0,0,63,0.2714285714285714,2.0,14,53.1,0,1311
16,76,1,1,0,8,84,2,1,1,2,2.0,1,1,4,0,0.0,0.0,1,66,0.2077922077922078,5.0,12,59.099999999999994,2,1216
30,84,2,1,1,7,72,1,1,3,1,1.0,1,2,2,0,0.0,0.0,1,73,0.35294117647058826,5.0,9,51.3,1,2520
18,90,2,2,0,8,71,2,0,0,0,1.0,1,1,3,0,0.0,0.0,0,68,0.1978021978021978,5.0,11,49.699999999999996,4,1620
31,96,2,2,1,9,65,2,1,0,0,1.0,0,2,2,0,0.0,2.0,1,74,0.31958762886597936,6.0,11,45.5,4,2976
25,97,0,1,1,8,78,1,1,0,1,1.0,1,1,3,0,0.0,0.0,1,70,0.25510204081632654,3.0,11,54.599999999999994,1,2425
23,91,2,0,1,8,58,1,1,0,1,1.0,1,2,2,0,0.0,2.0,1,68,0.25,4.0,10,40.599999999999994,0,2093
22,69,2,2,0,7,86,0,1,1,2,1.0,1,2,4,1,0.0,1.0,0,67,0.3142857142857143,6.0,11,60.49999999999999,0,1518
22,61,2,1,0,6,77,0,1,1,1,1.0,1,2,4,0,2.0,1.0,1,65,0.3548387096774194,5.0,10,54.199999999999996,0,1342
8,75,1,1,0,5,92,1,1,5,2,2.0,1,2,4,0,0.0,1.0,1,66,0.10526315789473684,5.0,9,65.89999999999999,1,600
18,66,2,1,1,5,96,1,1,0,0,1.0,1,1,5,0,0.0,1.0,0,64,0.26865671641791045,5.0,10,67.19999999999999,1,1188
25,88,1,1,1,8,95,0,1,1,2,2.0,1,1,4,0,0.0,0.0,0,72,0.2808988764044944,5.0,12,66.8,0,2200
20,86,1,1,1,8,80,2,1,2,1,1.0,1,1,2,0,1.0,0.0,1,70,0.22988505747126436,4.0,10,56.6,2,1720
12,62,1,1,1,9,66,1,1,1,0,1.0,0,1,2,0,1.0,1.0,0,60,0.19047619047619047,4.0,11,46.49999999999999,1,744
20,93,1,1,1,8,68,1,1,1,0,0.0,1,1,3,0,0.0,1.0,1,68,0.2127659574468085,3.0,11,47.89999999999999,1,1860
30,70,1,2,1,9,83,1,1,1,2,1.0,0,1,2,0,2.0,0.0,0,71,0.4225352112676056,5.0,11,58.39999999999999,2,2100
27,77,1,1,1,7,86,0,1,1,2,1.0,1,1,3,0,0.0,1.0,1,68,0.34615384615384615,4.0,10,60.49999999999999,0,2079
20,87,2,1,1,8,58,0,1,2,0,1.0,1,0,2,1,2.0,0.0,1,67,0.22727272727272727,5.0,10,41.199999999999996,0,1740
26,77,1,1,1,5,100,0,1,1,0,2.0,0,2,5,0,0.0,0.0,0,70,0.3333333333333333,5.0,10,70.3,0,2002
18,78,1,2,0,7,55,2,1,0,2,1.0,1,0,3,0,0.0,0.0,1,65,0.22784810126582278,5.0,10,38.5,4,1404
10,63,1,1,0,4,80,1,1,0,0,1.0,1,2,3,0,1.0,0.0,1,60,0.15625,4.0,7,56.0,1,630
14,76,2,0,0,7,77,0,0,2,2,1.0,1,2,4,0,1.0,0.0,1,65,0.18181818181818182,3.0,11,54.5,0,1064
29,91,1,1,0,9,80,0,1,0,0,2.0,1,0,4,0,0.0,0.0,0,70,0.31521739130434784,5.0,13,56.0,0,2639
18,97,0,0,1,7,77,1,1,4,0,0.0,0,1,4,0,2.0,0.0,1,69,0.1836734693877551,1.0,11,55.1,0,1746
19,77,2,0,0,8,53,1,1,1,0,1.0,0,2,3,0,0.0,0.0,1,64,0.24358974358974358,4.0,11,37.39999999999999,0,1463
18,77,0,1,0,7,100,1,1,2,2,2.0,0,2,3,1,0.0,0.0,1,67,0.23076923076923078,4.0,10,70.6,1,1386
31,88,0,1,1,6,99,0,1,2,2,0.0,1,0,3,0,2.0,0.0,1,73,0.34831460674157305,2.0,9,69.89999999999999,0,2728
30,98,1,2,0,7,76,2,1,1,0,1.0,1,1,3,0,1.0,0.0,1,74,0.30303030303030304,5.0,10,53.49999999999999,4,2940
33,71,1,0,1,9,60,1,1,0,1,1.0,1,2,4,1,0.0,0.0,1,67,0.4583333333333333,3.0,13,42.0,0,2343
19,78,0,2,1,8,59,1,1,2,2,1.0,1,2,1,0,0.0,0.0,1,66,0.24050632911392406,4.0,9,41.9,2,1482
22,92,1,1,0,6,53,1,1,4,2,1.0,1,1,4,1,0.0,0.0,1,69,0.23655913978494625,4.0,10,38.3,1,2024
11,84,2,1,0,5,81,0,1,1,0,1.0,0,0,3,0,0.0,1.0,0,64,0.12941176470588237,5.0,8,56.99999999999999,0,924
29,64,1,2,1,7,74,1,1,0,2,1.0,1,2,2,0,2.0,0.0,0,69,0.4461538461538462,5.0,9,51.8,2,1856
13,85,0,2,1,6,71,1,1,1,0,1.0,1,2,3,0,0.0,0.0,0,66,0.1511627906976744,4.0,9,49.99999999999999,2,1105
21,67,2,1,1,7,76,1,1,1,1,2.0,0,1,2,1,0.0,0.0,1,65,0.3088235294117647,6.0,9,53.49999999999999,1,1407
13,80,1,1,1,5,94,2,1,1,1,1.0,0,2,3,0,0.0,0.0,0,67,0.16049382716049382,4.0,8,66.1,2,1040
16,81,1,2,0,9,54,1,1,3,1,2.0,1,0,3,0,2.0,1.0,1,67,0.1951219512195122,6.0,12,38.699999999999996,2,1296
15,95,1,1,0,7,77,2,1,0,0,1.0,0,1,3,0,0.0,0.0,0,68,0.15625,4.0,10,53.9,2,1425
16,78,1,0,0,7,85,1,1,4,1,1.0,1,1,2,1,0.0,0.0,1,65,0.20253164556962025,3.0,9,60.699999999999996,0,1248
17,71,1,0,1,6,99,0,1,4,1,1.0,1,2,3,1,2.0,0.0,1,66,0.2361111111111111,3.0,9,70.5,0,1207
17,69,2,1,1,7,87,0,1,2,0,1.0,1,1,3,0,1.0,0.0,1,65,0.24285714285714285,5.0,10,61.5,0,1173
25,95,1,1,1,7,77,2,0,0,0,2.0,1,1,3,0,2.0,0.0,1,71,0.2604166666666667,4.0,10,53.9,2,2375
13,67,1,2,1,6,88,1,1,0,0,1.0,1,1,3,0,1.0,1.0,0,63,0.19117647058823528,5.0,9,61.599999999999994,2,871
21,77,2,0,1,7,100,0,1,2,2,2.0,1,2,4,0,1.0,0.0,0,70,0.2692307692307692,5.0,11,70.6,0,1617
27,67,2,2,1,9,94,2,1,0,2,0.0,1,2,2,0,1.0,0.0,0,70,0.39705882352941174,5.0,11,65.8,4,1809
17,91,0,1,1,4,54,2,1,3,0,1.0,1,1,4,0,1.0,1.0,0,67,0.18478260869565216,3.0,8,38.699999999999996,2,1547
16,79,2,1,1,7,79,2,1,2,2,2.0,1,2,2,0,0.0,1.0,1,68,0.2,6.0,9,55.9,2,1264
19,74,1,0,1,6,89,1,0,0,2,1.0,1,1,2,0,0.0,1.0,1,63,0.25333333333333335,2.0,8,62.3,0,1406
27,74,1,2,1,9,84,0,1,3,2,1.0,0,0,3,0,1.0,0.0,0,70,0.36,5.0,12,59.699999999999996,0,1998
21,94,1,1,0,7,71,0,0,1,0,2.0,0,1,2,0,2.0,0.0,1,69,0.22105263157894736,4.0,9,49.99999999999999,0,1974
17,82,1,1,1,5,66,1,1,1,1,0.0,1,2,3,0,0.0,0.0,0,66,0.20481927710843373,3.0,8,46.49999999999999,1,1394
23,89,0,2,0,7,81,1,1,2,0,2.0,1,1,2,0,2.0,1.0,1,70,0.25555555555555554,5.0,9,57.3,2,2047
13,96,1,2,0,8,71,0,1,1,1,0.0,1,2,3,0,0.0,0.0,1,68,0.13402061855670103,4.0,11,49.99999999999999,0,1248
24,96,1,1,0,10,70,1,1,0,2,1.0,1,0,4,0,0.0,0.0,0,70,0.24742268041237114,4.0,14,49.0,1,2304
22,73,0,2,1,4,92,1,1,0,0,1.0,1,2,4,0,2.0,1.0,1,67,0.2972972972972973,4.0,8,64.39999999999999,2,1606
18,98,1,2,1,5,66,1,1,0,1,1.0,0,0,0,0,2.0,,1,69,0.18181818181818182,5.0,5,46.199999999999996,2,1764
15,61,2,0,1,9,82,1,1,2,1,2.0,1,2,2,0,2.0,0.0,1,64,0.24193548387096775,5.0,11,58.0,0,915
15,75,2,1,0,5,94,0,0,1,0,1.0,1,0,3,1,0.0,1.0,0,62,0.19736842105263158,4.0,8,66.1,0,1125
23,96,1,1,0,7,81,1,1,1,0,1.0,0,2,2,0,2.0,1.0,1,71,0.23711340206185566,4.0,9,56.99999999999999,1,2208
27,71,2,1,1,6,75,1,1,2,1,2.0,0,1,4,0,0.0,,1,69,0.375,6.0,10,53.1,1,1917
16,71,1,2,1,6,52,0,1,0,2,2.0,1,1,1,0,0.0,2.0,1,62,0.2222222222222222,6.0,7,36.4,0,1136
23,72,0,1,1,7,84,2,1,0,1,1.0,1,2,4,0,0.0,0.0,1,66,0.3150684931506849,3.0,11,58.8,2,1656
7,84,1,2,1,7,100,0,1,3,0,1.0,0,0,4,1,0.0,1.0,1,64,0.08235294117647059,5.0,11,70.9,0,588
16,78,0,2,0,9,90,1,1,3,0,1.0,1,0,3,0,2.0,1.0,1,66,0.20253164556962025,4.0,12,63.89999999999999,2,1248
20,89,2,1,1,9,82,1,1,2,2,2.0,1,1,3,0,1.0,0.0,0,72,0.2222222222222222,6.0,12,58.0,1,1780
15,96,2,2,1,8,73,1,1,3,1,1.0,0,0,3,0,1.0,0.0,0,71,0.15463917525773196,6.0,11,51.99999999999999,2,1440
14,87,1,2,1,7,61,1,1,0,0,1.0,1,1,3,0,0.0,2.0,1,65,0.1590909090909091,5.0,10,42.699999999999996,2,1218
16,68,1,1,1,7,85,1,1,1,1,1.0,1,2,2,0,1.0,0.0,0,65,0.2318840579710145,4.0,9,59.79999999999999,1,1088
22,97,1,2,1,8,59,1,1,1,0,1.0,1,0,3,0,0.0,0.0,1,70,0.22448979591836735,5.0,11,41.599999999999994,2,2134
19,71,1,2,1,9,94,2,1,1,2,1.0,0,2,4,0,0.0,0.0,1,68,0.2638888888888889,5.0,13,66.1,4,1349
7,66,2,0,1,8,68,2,1,0,0,1.0,1,0,2,1,1.0,1.0,1,57,0.1044776119402985,4.0,10,47.599999999999994,0,462
7,64,1,2,0,9,70,2,1,4,0,0.0,1,1,4,1,0.0,2.0,1,59,0.1076923076923077,4.0,13,50.2,4,448
16,83,0,0,1,6,61,1,1,0,1,2.0,1,1,4,0,1.0,0.0,1,64,0.19047619047619047,3.0,10,42.699999999999996,0,1328
23,65,2,1,1,9,74,1,1,2,1,2.0,0,1,3,0,1.0,1.0,1,67,0.3484848484848485,6.0,12,52.4,1,1495
4,66,0,2,0,8,84,0,1,2,0,2.0,1,1,3,0,2.0,0.0,0,60,0.05970149253731343,5.0,11,59.4,0,264
17,72,2,2,1,6,65,0,1,3,0,2.0,1,2,2,0,2.0,2.0,1,67,0.2328767123287671,7.0,8,46.4,0,1224
17,71,1,2,1,7,85,0,1,2,0,0.0,0,0,2,0,1.0,,0,65,0.2361111111111111,4.0,9,60.099999999999994,0,1207
28,84,1,1,1,7,81,1,1,1,1,2.0,1,0,3,0,1.0,0.0,1,71,0.32941176470588235,5.0,10,56.99999999999999,1,2352
18,93,0,1,1,7,69,1,1,0,0,1.0,1,1,2,0,1.0,0.0,1,67,0.19148936170212766,3.0,9,48.3,1,1674
22,90,1,1,1,7,66,0,1,0,0,1.0,1,2,1,0,2.0,0.0,1,69,0.24175824175824176,4.0,8,46.199999999999996,0,1980
21,70,2,1,1,5,93,2,1,1,0,1.0,1,1,3,0,1.0,0.0,1,68,0.29577464788732394,5.0,8,65.39999999999999,2,1470
7,70,1,1,1,6,51,1,1,0,2,1.0,0,1,1,0,0.0,1.0,0,59,0.09859154929577464,4.0,7,35.699999999999996,1,490
25,99,2,2,0,7,86,0,0,3,1,1.0,1,2,3,0,1.0,0.0,0,75,0.25,5.0,10,61.099999999999994,0,2475
21,60,1,1,1,6,71,0,1,0,1,0.0,1,0,4,1,0.0,2.0,1,59,0.3442622950819672,3.0,10,49.699999999999996,0,1260
23,95,2,1,0,6,86,0,1,0,1,2.0,1,1,3,0,0.0,1.0,0,71,0.23958333333333334,6.0,9,60.199999999999996,0,2185
44,68,2,0,0,9,75,0,1,3,1,2.0,0,0,2,0,0.0,1.0,0,71,0.6376811594202898,5.0,11,53.4,0,2992
7,98,1,1,0,7,54,2,1,0,1,2.0,0,1,2,0,0.0,0.0,0,66,0.0707070707070707,5.0,9,37.8,2,686
30,74,1,0,0,10,99,1,1,1,2,1.0,0,2,2,0,0.0,1.0,1,69,0.4,3.0,12,69.6,0,2220
18,78,2,1,1,7,54,0,0,4,0,2.0,1,1,4,1,1.0,1.0,0,65,0.22784810126582278,5.0,11,39.0,0,1404
22,88,1,1,1,9,58,0,1,3,0,1.0,0,0,2,0,1.0,1.0,1,68,0.24719101123595505,4.0,11,41.49999999999999,0,1936
20,84,2,0,0,7,71,1,1,5,0,2.0,0,2,2,0,0.0,2.0,0,68,0.23529411764705882,5.0,9,51.199999999999996,0,1680
17,73,1,1,1,6,97,2,1,1,1,2.0,1,2,3,0,0.0,0.0,1,67,0.22972972972972974,5.0,9,68.19999999999999,2,1241
17,82,2,1,1,7,65,1,1,1,1,1.0,1,2,5,0,0.0,0.0,1,68,0.20481927710843373,5.0,12,45.8,1,1394
22,89,0,1,1,9,78,1,1,0,1,1.0,1,2,3,0,,1.0,1,68,0.24444444444444444,3.0,12,54.599999999999994,1,1958
11,62,2,1,1,7,76,2,1,3,2,1.0,0,1,3,1,0.0,1.0,1,88,0.1746031746031746,5.0,10,54.099999999999994,2,682
25,60,1,2,1,8,67,1,1,1,1,2.0,1,1,2,0,1.0,0.0,0,66,0.4098360655737705,6.0,10,47.199999999999996,2,1500
18,78,2,0,1,7,85,2,1,3,0,0.0,1,0,2,0,1.0,0.0,1,67,0.22784810126582278,3.0,9,60.39999999999999,0,1404
13,65,1,2,0,7,75,0,1,2,1,2.0,0,1,4,0,0.0,1.0,1,63,0.19696969696969696,6.0,11,53.1,0,845
17,87,1,2,1,7,79,1,1,3,0,1.0,1,1,4,1,0.0,0.0,0,68,0.19318181818181818,5.0,11,56.199999999999996,2,1479
28,69,2,0,0,6,61,0,1,2,1,2.0,1,2,1,1,0.0,0.0,1,65,0.4,5.0,7,43.3,0,1932
17,77,2,1,1,7,96,1,1,1,0,0.0,0,2,3,0,1.0,0.0,1,67,0.21794871794871795,4.0,10,67.49999999999999,1,1309
22,68,2,2,1,8,56,1,0,3,1,1.0,0,2,1,0,2.0,0.0,1,67,0.3188405797101449,5.0,9,40.099999999999994,2,1496
16,82,1,1,1,7,85,1,1,1,2,1.0,1,1,4,0,0.0,0.0,1,67,0.1927710843373494,4.0,11,59.79999999999999,1,1312
25,65,1,0,0,7,94,0,1,1,0,2.0,1,2,3,0,0.0,2.0,1,64,0.3787878787878788,4.0,10,66.1,0,1625
24,61,1,1,0,8,54,1,1,1,0,1.0,1,1,2,1,,1.0,1,61,0.3870967741935484,4.0,10,38.099999999999994,1,1464
31,62,1,1,1,7,51,1,1,2,1,1.0,1,1,1,0,1.0,2.0,0,65,0.49206349206349204,4.0,8,36.3,1,1922
19,98,0,2,1,7,67,2,1,1,1,1.0,0,0,4,0,0.0,1.0,0,70,0.1919191919191919,4.0,11,47.199999999999996,4,1862
24,66,1,2,0,8,89,1,1,0,1,2.0,1,2,2,0,1.0,0.0,1,67,0.3582089552238806,6.0,10,62.3,2,1584
21,88,2,0,0,7,86,1,1,1,0,1.0,0,2,2,0,0.0,1.0,1,68,0.23595505617977527,4.0,9,60.49999999999999,0,1848
28,63,1,1,1,7,91,1,1,1,0,1.0,0,2,1,0,0.0,2.0,1,65,0.4375,4.0,8,63.99999999999999,1,1764
16,64,2,1,1,8,70,0,1,3,2,2.0,0,0,3,0,0.0,2.0,0,63,0.24615384615384617,6.0,11,49.9,0,1024
24,80,1,2,0,7,100,1,1,1,2,2.0,1,1,3,0,2.0,1.0,1,72,0.2962962962962963,6.0,10,70.3,2,1920
19,79,2,1,1,7,68,1,1,2,2,2.0,1,0,1,0,1.0,0.0,0,68,0.2375,6.0,8,48.199999999999996,1,1501
20,98,1,2,1,7,90,1,1,2,1,1.0,1,2,4,0,,0.0,1,73,0.20202020202020202,5.0,11,63.599999999999994,2,1960
21,98,2,1,1,7,68,2,1,0,1,1.0,1,2,3,1,1.0,0.0,0,71,0.21212121212121213,5.0,10,47.599999999999994,2,2058
22,91,1,2,0,5,61,1,1,3,0,2.0,1,1,2,0,2.0,2.0,1,70,0.2391304347826087,6.0,7,43.599999999999994,2,2002
19,84,2,1,1,7,67,0,1,0,1,0.0,1,2,3,0,2.0,0.0,0,68,0.2235294117647059,4.0,10,46.9,0,1596
21,78,1,2,0,10,60,1,1,3,2,1.0,1,0,5,0,0.0,1.0,1,68,0.26582278481012656,5.0,15,42.9,2,1638
29,74,1,1,0,6,56,0,1,2,0,2.0,1,1,3,0,2.0,0.0,0,68,0.38666666666666666,5.0,9,39.8,0,2146
26,98,0,2,1,6,68,1,1,1,0,1.0,0,1,1,0,2.0,1.0,1,71,0.26262626262626265,4.0,7,47.89999999999999,2,2548
25,84,1,1,1,10,57,0,1,4,1,1.0,1,2,2,0,1.0,0.0,1,70,0.29411764705882354,4.0,12,41.1,0,2100
17,83,2,1,0,6,75,1,1,2,1,1.0,1,2,3,1,0.0,0.0,1,67,0.20238095238095238,5.0,9,53.1,1,1411
15,69,0,1,1,9,52,1,1,0,2,1.0,1,1,3,0,1.0,0.0,0,61,0.21428571428571427,3.0,12,36.4,1,1035
26,62,2,0,1,7,72,0,1,1,1,1.0,1,1,3,0,1.0,1.0,0,64,0.4126984126984127,4.0,10,50.699999999999996,0,1612
25,98,0,1,0,7,98,1,1,1,1,1.0,1,0,4,0,2.0,0.0,1,72,0.25252525252525254,3.0,11,68.89999999999999,1,2450
29,73,2,1,0,7,68,0,1,1,0,2.0,0,2,4,1,0.0,1.0,1,67,0.3918918918918919,6.0,11,47.89999999999999,0,2117
16,78,2,0,1,8,57,2,1,1,1,1.0,1,0,3,0,1.0,0.0,1,65,0.20253164556962025,4.0,11,40.199999999999996,0,1248
19,65,1,0,1,5,65,2,1,1,2,1.0,1,2,6,0,1.0,1.0,0,64,0.2878787878787879,3.0,11,45.8,0,1235
10,93,0,1,1,7,90,1,1,0,0,1.0,0,2,2,0,0.0,0.0,0,66,0.10638297872340426,3.0,9,62.99999999999999,1,930
18,61,1,1,0,6,66,1,1,1,1,2.0,1,2,2,0,0.0,1.0,0,62,0.2903225806451613,5.0,8,46.49999999999999,1,1098
26,93,0,1,0,4,69,1,1,2,0,1.0,1,1,3,0,0.0,0.0,1,70,0.2765957446808511,3.0,7,48.9,1,2418
17,66,1,1,1,9,89,1,0,1,1,2.0,1,2,4,0,0.0,1.0,0,64,0.2537313432835821,4.0,13,62.599999999999994,1,1122
24,95,1,0,0,4,63,0,1,3,0,1.0,1,2,3,0,0.0,0.0,0,70,0.25,3.0,7,44.99999999999999,0,2280
19,89,1,0,0,10,74,1,1,1,0,1.0,1,2,2,0,0.0,1.0,0,66,0.2111111111111111,3.0,12,52.099999999999994,0,1691
22,67,0,2,1,8,53,1,1,0,1,2.0,1,0,3,0,0.0,2.0,1,62,0.3235294117647059,5.0,11,37.099999999999994,2,1474
13,83,0,0,0,5,59,2,1,4,0,1.0,0,1,2,0,0.0,0.0,0,63,0.15476190476190477,2.0,7,42.5,0,1079
21,73,0,1,1,9,60,2,1,2,1,1.0,1,2,3,0,1.0,0.0,1,66,0.28378378378378377,3.0,12,42.6,2,1533
2,67,1,1,0,6,73,0,1,1,0,1.0,0,2,2,0,1.0,1.0,1,58,0.029411764705882353,4.0,8,51.39999999999999,0,134
19,94,1,2,1,6,91,1,1,1,0,1.0,1,0,3,0,0.0,1.0,1,70,0.2,5.0,9,63.99999999999999,2,1786
10,76,1,0,0,4,68,1,1,1,2,0.0,0,1,6,0,1.0,0.0,1,63,0.12987012987012986,2.0,10,47.89999999999999,0,760
27,76,1,2,1,6,69,2,1,0,1,2.0,1,1,1,0,,0.0,1,70,0.35064935064935066,6.0,7,48.3,4,2052
25,67,2,1,1,6,65,1,1,1,0,1.0,1,0,3,0,0.0,0.0,1,65,0.36764705882352944,5.0,9,45.8,1,1675
23,75,1,0,1,8,66,1,1,5,1,0.0,1,1,3,0,0.0,0.0,1,67,0.3026315789473684,2.0,11,47.699999999999996,0,1725
29,95,2,1,0,9,70,1,0,1,0,1.0,0,2,2,0,2.0,0.0,0,73,0.3020833333333333,4.0,11,49.3,1,2755
14,75,1,1,1,5,95,1,1,0,1,1.0,1,2,3,0,1.0,1.0,1,82,0.18421052631578946,4.0,8,66.5,1,1050
30,98,0,1,0,7,51,2,1,0,0,1.0,1,2,2,0,0.0,0.0,1,71,0.30303030303030304,3.0,9,35.699999999999996,2,2940
26,98,1,1,1,4,81,0,1,1,0,1.0,1,2,4,0,2.0,0.0,1,73,0.26262626262626265,4.0,8,56.99999999999999,0,2548
19,66,1,2,0,7,94,0,1,1,2,1.0,1,2,4,0,0.0,1.0,0,65,0.2835820895522388,5.0,11,66.1,0,1254
27,67,2,1,1,10,71,1,1,1,0,2.0,1,1,3,0,0.0,0.0,0,67,0.39705882352941174,6.0,13,49.99999999999999,1,1809
13,95,1,1,1,4,83,0,0,1,0,2.0,1,1,4,0,1.0,1.0,1,67,0.13541666666666666,4.0,8,58.39999999999999,0,1235
15,76,2,2,1,5,79,1,1,4,1,1.0,1,1,4,0,2.0,1.0,0,69,0.19480519480519481,6.0,9,56.5,2,1140
16,60,1,2,1,8,67,0,1,0,0,1.0,1,1,3,0,0.0,0.0,1,61,0.26229508196721313,5.0,11,46.9,0,960
17,71,1,0,0,8,57,1,1,3,1,2.0,0,2,4,0,0.0,0.0,0,64,0.2361111111111111,4.0,12,40.8,0,1207
14,84,0,2,0,6,61,0,1,1,2,1.0,1,2,2,0,1.0,2.0,1,64,0.16470588235294117,4.0,8,42.99999999999999,0,1176
27,92,0,1,1,9,53,0,1,2,0,1.0,1,0,2,0,1.0,2.0,1,68,0.2903225806451613,3.0,11,37.699999999999996,0,2484
18,65,1,0,0,6,88,1,1,1,1,1.0,0,2,1,1,1.0,0.0,1,62,0.2727272727272727,3.0,7,61.89999999999999,0,1170
22,64,1,1,1,10,77,2,1,5,1,1.0,1,1,3,1,0.0,0.0,1,66,0.3384615384615385,4.0,13,55.4,2,1408
17,97,2,0,1,8,89,1,1,1,0,1.0,1,1,4,0,1.0,0.0,1,70,0.17346938775510204,4.0,12,62.599999999999994,0,1649
9,90,2,1,1,9,65,0,1,3,1,1.0,1,2,3,0,0.0,0.0,0,67,0.0989010989010989,5.0,12,46.4,0,810
22,84,1,1,1,8,90,1,1,2,1,1.0,1,2,2,0,1.0,0.0,0,70,0.25882352941176473,4.0,10,63.599999999999994,1,1848
9,91,1,1,0,8,65,2,1,0,1,1.0,1,2,4,0,0.0,1.0,1,65,0.09782608695652174,4.0,12,45.5,2,819
20,77,0,1,0,8,56,1,1,1,1,2.0,1,2,4,0,1.0,1.0,1,65,0.2564102564102564,4.0,12,39.49999999999999,1,1540
12,90,1,2,1,9,77,1,1,3,1,1.0,1,2,3,0,2.0,0.0,1,70,0.13186813186813187,5.0,12,54.8,2,1080
32,75,2,1,1,7,97,2,1,1,1,1.0,0,1,3,0,1.0,1.0,1,72,0.42105263157894735,5.0,10,68.19999999999999,2,2400
25,70,1,1,0,6,71,0,1,0,0,1.0,1,1,2,0,1.0,0.0,0,65,0.352112676056338,4.0,8,49.699999999999996,0,1750
21,89,2,2,1,7,76,1,1,1,1,1.0,1,2,2,0,0.0,0.0,1,71,0.23333333333333334,6.0,9,53.49999999999999,2,1869
28,77,2,2,1,6,73,0,1,3,1,2.0,0,0,3,0,1.0,0.0,0,71,0.358974358974359,7.0,9,51.99999999999999,0,2156
15,99,1,2,1,6,73,2,1,1,2,2.0,1,0,5,0,2.0,0.0,1,72,0.15,6.0,11,51.39999999999999,4,1485
23,74,0,0,0,9,61,0,1,0,1,0.0,1,2,4,0,2.0,0.0,1,64,0.30666666666666664,1.0,13,42.699999999999996,0,1702
21,97,1,1,0,8,71,2,1,2,2,2.0,1,1,1,0,1.0,1.0,1,72,0.21428571428571427,5.0,9,50.3,2,2037
22,97,0,1,0,8,75,1,1,1,1,1.0,0,2,4,0,2.0,0.0,1,71,0.22448979591836735,3.0,12,52.8,1,2134
28,70,1,1,1,9,87,0,1,0,0,1.0,1,1,3,0,0.0,1.0,1,66,0.39436619718309857,4.0,12,60.9,0,1960
24,92,2,0,0,8,57,1,1,3,1,1.0,0,2,3,0,1.0,0.0,0,71,0.25806451612903225,4.0,11,40.8,0,2208
